,recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,expendInfoId,expendDt,expendAmount,expendDescr,expendCatCd,expendCatDescr,itemizeFlag,travelFlag,politicalExpendCd,reimburseIntendedFlag,srcCorpContribFlag,capitalLivingexpFlag,payeePersentTypeCd,payeeNameOrganization,payeeNameLast,payeeNameSuffixCd,payeeNameFirst,payeeNamePrefixCd,payeeNameShort,payeeStreetAddr1,payeeStreetAddr2,payeeStreetCity,payeeStreetStateCd,payeeStreetCountyCd,payeeStreetCountryCd,payeeStreetPostalCode,payeeStreetRegion,creditCardIssuer,repaymentDt,file_origin
47,EXPN,CEC,F1,100878994,20221031,N,00039023,CEC,Travis County Republican Party (CEC),105014152,2022-10-07,7683.40,Voter Information Consultation Fee,CONSULT,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
48,EXPN,GPAC,F1,100879286,20221101,N,00085302,GPAC,Save Austin Now PAC,105037531,2022-10-19,8000.00,Voter Contact Consulting Fee,CONSULT,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
49,EXPN,GPAC,F1,100889681,20230117,N,00085302,GPAC,Save Austin Now PAC,105126728,2022-11-01,12618.00,Local Austin Polling,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
50,EXPN,GPAC,F1,100889681,20230117,N,00085302,GPAC,Save Austin Now PAC,105126744,2022-11-02,2985.99,Local Austin Polling,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
51,EXPN,GPAC,F1,100889681,20230117,N,00085302,GPAC,Save Austin Now PAC,105126776,2022-11-16,13836.25,Local Austin Polling,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
52,EXPN,GPAC,F1,100889681,20230117,N,00085302,GPAC,Save Austin Now PAC,105126807,2022-11-22,18750.00,Local Austin Polling,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
53,EXPN,GPAC,F1,100889682,20230118,N,00081129,GPAC,Fight for Tomorrow,105147488,2022-11-02,20000.00,Data modeling,POLLING,,Y,N,,N,N,N,ENTITY,"WAB Holdings, LLC",,,,,,8925 STERLING ST 255,,IRVING,TX,,USA,75063,,,,expend_11_20250211dl
54,EXPN,GPAC,I,100911785,20230717,N,00085302,GPAC,Save Austin Now PAC,105230299,2023-02-09,17321.00,Research Project,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
55,EXPN,GPAC,I,100911785,20230717,N,00085302,GPAC,Save Austin Now PAC,105230309,2023-02-13,21231.00,Research Project 2,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
56,EXPN,GPAC,I,100911785,20230717,N,00085302,GPAC,Save Austin Now PAC,105230314,2023-02-15,26432.00,Project Research,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
57,EXPN,GPAC,I,100911785,20230717,N,00085302,GPAC,Save Austin Now PAC,105230332,2023-02-17,16121.31,Research Project,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
58,EXPN,GPAC,I,100911785,20230717,N,00085302,GPAC,Save Austin Now PAC,105230367,2023-03-01,9643.87,Research Project 2,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
59,EXPN,GPAC,I,100911785,20230717,N,00085302,GPAC,Save Austin Now PAC,105230631,2023-03-23,12873.23,Research Projects,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
60,EXPN,GPAC,I,100911785,20230717,N,00085302,GPAC,Save Austin Now PAC,105230950,2023-05-17,5401.43,Research Projects,POLLING,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
61,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466388,2024-02-05,6319.80,"DCE: Phone Calls
Opposing Ellen Troxclair (HD-19)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
62,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466474,2024-02-05,5989.20,"DCE: Phone Calls
Opposing Glenn Rogers (HD-60)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
63,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466510,2024-02-21,2330.40,Phone Calls,ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
64,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466512,2024-02-21,2738.40,Phone Calls,ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
65,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466514,2024-02-21,3160.80,"DCE: Phone Calls
Opposing Ellen Troxclair (HD-19)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
66,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466515,2024-02-21,2995.20,"DCE: Phone Calls
Opposing Glenn Rogers (HD-60)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
67,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466517,2024-02-21,2111.40,"DCE: Phone Calls 
Opposing Lynn Stucky (HD-64)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
68,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466518,2024-02-21,2640.60,"DCE: Phone Calls
Opposing Kronda Thimesch (HD-65)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
69,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466531,2024-02-22,680.72,"DCE: P2P Texting
Opposing Ellen Troxclair (HD-19)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
70,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466532,2024-02-22,744.66,"DCE: P2P Texting
Opposing Glenn Rogers (HD-60)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
71,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105466533,2024-02-22,972.93,"DCE: P2P Texting
Opposing Lynn Stucky (HD-64)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
72,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476892,2024-02-20,695.42,"DCE: P2P Texting
Opposing Ellen Troxclair (HD-19)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
73,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476895,2024-02-20,781.20,"DCE: P2P Texting
Opposing Glenn Rogers (HD-60)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
74,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476897,2024-02-20,1009.79,"DCE: P2P Texting
Opposing Lynn Stucky (HD-64)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
75,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476904,2024-02-20,2995.20,"DCE: Phone Calls
Opposing Opposing Glenn Rogers (HD-60)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
76,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476907,2024-02-20,3160.80,"DCE: Phone Calls
Opposing Ellen Troxclair (HD-19)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
77,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476914,2024-02-20,2644.20,Phone Calls,ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
78,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476925,2024-02-20,2111.40,"DCE: Phone Calls
Opposing Lynn Stucky (HD-64)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
79,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476931,2024-02-20,2640.60,"DCE: Phone Calls
Opposing Kronda Thimesch (HD-65)",ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
80,EXPN,GPAC,F1,100944349,20240226,N,00084624,GPAC,Make Liberty Win,105476936,2024-02-20,2738.40,Phone Calls,ADVERTISE,,Y,N,,N,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_11_20250211dl
81,EXPN,GPAC,F1,100963362,20240715,N,00084624,GPAC,Make Liberty Win,105588903,2024-02-27,2994.60,"DCE: Phone Calls
Opposing Glenn Rogers (HD-60)",ADVERTISE,,Y,N,,,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_12_20250211dl
82,EXPN,GPAC,F1,100963362,20240715,N,00084624,GPAC,Make Liberty Win,105588904,2024-02-27,690.80,"DCE: P2P Texting
Opposing Glenn Rogers (HD-60)",ADVERTISE,,Y,N,,,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_12_20250211dl
83,EXPN,GPAC,F1,100963362,20240715,N,00084624,GPAC,Make Liberty Win,105588905,2024-02-27,666.12,"DCE: P2P Texting
Opposing Glenn Rogers (HD-60)",ADVERTISE,,Y,N,,,N,N,ENTITY,WAB Holdings LLC,,,,,,18079 Brick Mill Run,,Strongsville,OH,,USA,44136,,,,expend_12_20250211dl
