,recordType,formTypeCd,schedFormTypeCd,reportInfoIdent,receivedDt,infoOnlyFlag,filerIdent,filerTypeCd,filerName,expendInfoId,expendDt,expendAmount,expendDescr,expendCatCd,expendCatDescr,itemizeFlag,travelFlag,politicalExpendCd,reimburseIntendedFlag,srcCorpContribFlag,capitalLivingexpFlag,payeePersentTypeCd,payeeNameOrganization,payeeNameLast,payeeNameSuffixCd,payeeNameFirst,payeeNamePrefixCd,payeeNameShort,payeeStreetAddr1,payeeStreetAddr2,payeeStreetCity,payeeStreetStateCd,payeeStreetCountyCd,payeeStreetCountryCd,payeeStreetPostalCode,payeeStreetRegion,creditCardIssuer,repaymentDt,file_origin
2186,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451686,2018-01-12,2.06,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2187,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451687,2018-01-12,97.35,office supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_07_20250211dl
2188,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451688,2018-01-15,2.06,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2189,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451689,2018-01-15,2.06,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2190,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451690,2018-01-15,2.06,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2191,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451692,2018-01-16,13.53,Donor name tags,EVENT,,Y,N,Y,N,N,,ENTITY,Lone Star Awards,,,,,,5201 N Lamar Blvd,,Austin,TX,,USA,78751,,,,expend_07_20250211dl
2192,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451693,2018-01-18,97.80,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2193,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451694,2018-01-24,23.99,office supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_07_20250211dl
2194,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451695,2018-01-25,67.66,Donor name tags,EVENT,,Y,N,Y,N,N,,ENTITY,Lone Star Awards,,,,,,5201 N Lamar Blvd,,Austin,TX,,USA,78751,,,,expend_07_20250211dl
2195,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451696,2018-01-29,40.00,SD convention,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Bexar County Republican Party,,,,,,909 NE Loop 410 Access Rd,,San Antonio,TX,,USA,78209,,,,expend_07_20250211dl
2196,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451697,2018-01-29,120.31,office supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Office Depot,,,,,,4501 W Braker Ln,,Austin,TX,,USA,78759,,,,expend_07_20250211dl
2197,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451698,2018-01-30,239.00,Website and database license,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_07_20250211dl
2198,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451699,2018-01-31,5.00,bank fee,FEES,,Y,N,Y,N,N,,ENTITY,Frost,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_07_20250211dl
2199,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451700,2018-02-07,50.00,Mail list management,ADVERTISE,,Y,N,Y,N,N,,ENTITY,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,,USA,30308,,,,expend_07_20250211dl
2200,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451701,2018-02-07,25.00,Lunch meeting charge,FOOD,,Y,N,Y,N,N,,ENTITY,Republican Club of Austin,,,,,,11505 Jim Thorpe Ln,,Austin,TX,,USA,78748,,,,expend_07_20250211dl
2201,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451702,2018-02-07,1.28,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2202,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451703,2018-02-08,3.23,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2203,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451704,2018-02-14,2.10,Parking,OVERHEAD,,Y,N,Y,N,N,N,ENTITY,City of Austin,,,,,,1111 Rio Grande Street,,Austin,TX,,USA,78701,,,,expend_07_20250211dl
2204,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451705,2018-02-20,9.70,Deposit Only stamp,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_07_20250211dl
2205,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451706,2018-02-20,4.20,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2206,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451707,2018-02-20,2.06,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2207,EXPN,CEC,F1,100701316,20180226,N,00039023,CEC,Travis County Republican Party (CEC),103451708,2018-02-21,4.20,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_07_20250211dl
2208,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606464,2018-02-28,9.77,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_08_20250211dl
2209,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606465,2018-02-28,5.00,bank fee,FEES,,Y,N,Y,N,N,,ENTITY,Frost,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2210,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606466,2018-03-01,239.00,Website and database license,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2211,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606467,2018-03-07,53.30,Mail list management,ADVERTISE,,Y,N,Y,N,N,,ENTITY,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,,USA,30308,,,,expend_08_20250211dl
2212,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606468,2018-03-12,1263.86,Printing invitations for Gala,EVENT,,Y,N,Y,N,N,,ENTITY,Thomas Graphics,,,,,,9501 North IH 35,,Austin,TX,,USA,78753,,,,expend_08_20250211dl
2213,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606469,2018-03-15,3500.00,Convention rental,EVENT,,Y,N,Y,N,N,,ENTITY,Doubletree Hotel,,,,,,8901 Business Park DR,,Austin,TX,,USA,78759,,,,expend_08_20250211dl
2214,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606470,2018-03-16,5500.00,Gala catering and venue,EVENT,,Y,N,Y,N,N,,ENTITY,Driskill Hotel,,,,,,604 Brazos,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2215,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606471,2018-03-16,341.00,Musical entertainment for Gala,EVENT,,Y,N,Y,N,N,,ENTITY,Terra Vista Strings,,,,,,No fixed address,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2216,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606472,2018-03-19,19.99,office supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2217,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606473,2018-03-21,45.90,office supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2218,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606474,2018-03-21,35.64,office supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Office Depot,,,,,,4501 W Braker Ln,,Austin,TX,,USA,78759,,,,expend_08_20250211dl
2219,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606475,2018-03-21,329.00,Dues,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Republican Party of Texas,,,,,,211 E 7th ST,Suite 915,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2220,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606476,2018-03-22,35.46,office supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Office Depot,,,,,,4501 W Braker Ln,,Austin,TX,,USA,78759,,,,expend_08_20250211dl
2221,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606477,2018-03-26,18.79,Pizza for convention interns,FOOD,,Y,N,Y,N,N,,ENTITY,Double Dave's Pizzawork,,,,,,8108 Mesa Blvd,,Austin,TX,,USA,78759,,,,expend_08_20250211dl
2222,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606478,2018-03-26,16.00,Logo design,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Fiverr,,,,,,401 Broadway,,New York,NY,,USA,10013,,,,expend_08_20250211dl
2223,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606479,2018-03-28,2909.76,Convention program printing,EVENT,,Y,N,Y,N,N,,ENTITY,Thomas Graphics,,,,,,9501 North IH 35,,Austin,TX,,USA,78753,,,,expend_08_20250211dl
2224,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606480,2018-03-29,23.16,Annual fee,EVENT,,Y,N,Y,N,N,,ENTITY,Eventbrite,,,,,,155 5th ST,7th Floor,San Francisco,CA,,USA,94103,,,,expend_08_20250211dl
2225,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606481,2018-03-29,239.00,Website and database license,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2226,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606482,2018-03-30,5.00,bank fee,FEES,,Y,N,Y,N,N,,ENTITY,Frost,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2227,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606483,2018-03-31,83.29,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_08_20250211dl
2228,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606484,2018-04-04,25.00,Lunch meeting charge,FOOD,,Y,N,Y,N,N,,ENTITY,Republican Club of Austin,,,,,,11505 Jim Thorpe Ln,,Austin,TX,,USA,78748,,,,expend_08_20250211dl
2229,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606485,2018-04-05,342.00,Musical entertainment for Gala,EVENT,,Y,N,Y,N,N,,ENTITY,Terra Vista Strings,,,,,,No fixed address,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2230,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606486,2018-04-06,398.15,Name tags for gala,EVENT,,Y,N,Y,N,N,,ENTITY,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,,USA,98109,,,,expend_08_20250211dl
2231,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606487,2018-04-09,58.63,Mail list management,ADVERTISE,,Y,N,Y,N,N,,ENTITY,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,,USA,30308,,,,expend_08_20250211dl
2232,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606488,2018-04-10,46.87,Name tags,EVENT,,Y,N,Y,N,N,,ENTITY,"PCNametag, Inc.",,,,,,124 Horizon DR,,Verona,WI,,USA,53593,,,,expend_08_20250211dl
2233,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606489,2018-04-11,239.85,Email list for gala marketing,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Realtor Association,,,,,,1115 San Jacinto Blvd,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2234,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606490,2018-04-12,32443.84,Gala catering and venue after refund,EVENT,,Y,N,Y,N,N,,ENTITY,Driskill Hotel,,,,,,604 Brazos,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2235,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606491,2018-04-12,306.35,Awards and plaques,EVENT,,Y,N,Y,N,N,,ENTITY,Lone Star Awards,,,,,,5201 N Lamar Blvd,,Austin,TX,,USA,78751,,,,expend_08_20250211dl
2236,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606492,2018-04-13,750.00,Video,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Howe Creative,,,,,,8528 Davis Blvd,Suite 134-223,North Richland Hills,TX,,USA,76182,,,,expend_08_20250211dl
2237,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606493,2018-04-16,1098.74,Sound equipment for Gala,EVENT,,Y,N,Y,N,N,,ENTITY,Rock n Roll Rental,,,,,,8335 Burnet RD,,Austin,TX,,USA,78757,,,,expend_08_20250211dl
2238,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606494,2018-04-16,75.00,Musical entertainment for Gala,EVENT,,Y,N,Y,N,N,,ENTITY,Terra Vista Strings,,,,,,No fixed address,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2239,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606495,2018-04-17,100.00,Gift certificate for ticket sales,EVENT,,Y,N,Y,N,N,,ENTITY,Steiner Ranch Steakhouse,,,,,,5424 Steiner Ranch Blvd,,Austin,TX,,USA,78732,,,,expend_08_20250211dl
2240,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606496,2018-04-26,1158.28,Photography for Gala,EVENT,,Y,N,Y,N,N,,ENTITY,Don Rogers,,,,,,5903 Gateshead DR,,Austin,TX,,USA,78745,,,,expend_08_20250211dl
2241,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606497,2018-04-27,297.00,Voting machine rental,EVENT,,Y,N,Y,N,N,,ENTITY,Eon,,,,,,211 E 7th ST,Suite 915,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2242,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606498,2018-04-27,783.00,Voting machine rental,EVENT,,Y,N,Y,N,N,,ENTITY,Eon,,,,,,211 E 7th ST,Suite 915,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2243,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606499,2018-04-27,1515.50,Media backdrop,EVENT,,Y,N,Y,N,N,,ENTITY,Thomas Graphics,,,,,,9501 North IH 35,,Austin,TX,,USA,78753,,,,expend_08_20250211dl
2244,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606500,2018-04-30,159.47,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_08_20250211dl
2245,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606501,2018-04-30,5.00,bank fee,FEES,,Y,N,Y,N,N,,ENTITY,Frost,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2246,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606502,2018-04-30,239.00,Website and database license,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2247,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606503,2018-05-02,25.00,Lunch meeting charge,FOOD,,Y,N,Y,N,N,,ENTITY,Republican Club of Austin,,,,,,11505 Jim Thorpe Ln,,Austin,TX,,USA,78748,,,,expend_08_20250211dl
2248,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606504,2018-05-07,58.63,Mail list management,ADVERTISE,,Y,N,Y,N,N,,ENTITY,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,,USA,30308,,,,expend_08_20250211dl
2249,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606505,2018-05-15,58.46,Food for pastors meeting,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Capitol Grill,,,,,,1400 Congress Ave,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2250,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606506,2018-05-15,221.32,Lunch for pastors meeting,EVENT,,Y,N,Y,N,N,,ENTITY,Capitol Grill,,,,,,1400 Congress Ave,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2251,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606507,2018-05-15,108.03,Duplicating handouts for conference,EVENT,,Y,N,Y,N,N,,ENTITY,FedEx Office,,,,,,9222 Burnet RD,Suite 101,Austin,TX,,USA,78758,,,,expend_08_20250211dl
2252,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606508,2018-05-22,6.47,Dry clean flags,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Rick's Cleaners,,,,,,11126 Jollyville Rd,,Austin,TX,,USA,78759,,,,expend_08_20250211dl
2253,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606509,2018-05-29,239.00,Website and database license,ADVERTISE,,Y,N,Y,N,N,,ENTITY,Nationbuilder,,,,,,520 S. Grand Ave 2nd floor,,Los Angeles,CA,,USA,90071,,,,expend_08_20250211dl
2254,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606510,2018-05-29,150.00,dues,OVERHEAD,,Y,N,Y,N,N,,ENTITY,TRCCA,,,,,,113 Gates DR,,Gatesville,TX,,USA,76528,,,,expend_08_20250211dl
2255,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606511,2018-05-31,25.03,Online payment processing fee,FUNDRAISE,,Y,N,Y,N,N,,ENTITY,Anedot,,,,,,PO Box 84314,,Baton Rouge,LA,,USA,70884,,,,expend_08_20250211dl
2256,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606512,2018-05-31,5.00,bank fee,FEES,,Y,N,Y,N,N,,ENTITY,Frost,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2257,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606513,2018-06-01,364.00,Dues,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Republican Party of Texas,,,,,,211 E 7th ST,Suite 915,Austin,TX,,USA,78701,,,,expend_08_20250211dl
2258,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606514,2018-06-07,58.63,Mail list management,ADVERTISE,,Y,N,Y,N,N,,ENTITY,MailChimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,,USA,30308,,,,expend_08_20250211dl
2259,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606515,2018-06-14,286.65,office supplies,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Walmart,,,,,,"3302 SE Military Dr,",,San Antonio,TX,,USA,78223,,,,expend_08_20250211dl
2260,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606516,2018-06-15,42.06,WIFI internet access,OVERHEAD,,Y,N,Y,N,N,,ENTITY,Smart City Networks,,,,,,200 E Market St,#277,San Antonio,TX,,USA,78205,,,,expend_08_20250211dl
2261,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606517,2018-06-27,42.59,Postage for honorarium check,EVENT,,Y,N,Y,N,N,,ENTITY,FedEx Office,,,,,,9222 Burnet RD,Suite 101,Austin,TX,,USA,78758,,,,expend_08_20250211dl
2262,EXPN,CEC,F1,100716706,20180717,N,00039023,CEC,Travis County Republican Party (CEC),103606518,2018-06-29,5.00,bank fee,FEES,,Y,N,Y,N,N,,ENTITY,Frost,,,,,,401 Congress,,Austin,TX,,USA,78701,,,,expend_08_20250211dl
